Queries,,Model,Article1/Ranking,Article2/Ranking,Article3/Ranking,Article4/Ranking,Article5/Ranking,Article6/Ranking,Article7/Ranking,Article8/Ranking,Article9/Ranking,Article10/Ranking,Article11/Ranking,Article12/Ranking,"Non-parametric (Friedman, Nemenyi)"
"2019 Indian floods: At least 114 people, including 57 in Kerala, 30 in Karnataka and 27 in Maharashtra, are reported to have died in monsoon-related floods in India. At least 227 died across India, Nepal, Bangladesh and Pakistan.",2,BWE-Agg-IDF,0.07083238509446799,0.6221101524663343,0.6506695827766243,0.619547692027491,0.4959580376816258,0.4123391326642059,0.5986617525637576,0.4044451793569188,0.5498344040266901,0.647424441055511,0.48789296739995264,0.20366747759685155,0.8118297835524307
"2019 Indian floods: At least 114 people, including 57 in Kerala, 30 in Karnataka and 27 in Maharashtra, are reported to have died in monsoon-related floods in India. At least 227 died across India, Nepal, Bangladesh and Pakistan.",3,LASER,0.6542672984337331,0.13369087916257366,0.7545088627322831,0.7558790576978418,0.731211778620591,0.7500986255051226,0.7198840485347319,0.7830854442713105,0.3739899841737644,0.7724573290371541,0.5589192508568108,0.713802517313716,0.0940851082237846
2019 Hong Kong anti-extradition bill protests: Hong Kong International Airport is closed due to protests.,0,Title,"(126, 'ms')","(8325, 'zh')","(97783, 'en')","(98154, 'en')","(1723, 'ta')","(9576, 'ta')","(11633, 'ta')","(32943, 'zh')","(3669, 'zh')","(48829, 'en')","(48, 'ms')","(215, 'ms')",p=0.368
2019 Hong Kong anti-extradition bill protests: Hong Kong International Airport is closed due to protests.,1,BWE-Agg-Add,0.5814072251497016,0.40844569417598636,0.4267622538306284,0.5594962761006421,0.3430798216464083,0.4478488575912768,0.3780914021705217,0.479153992091476,0.3916466444919924,0.6729652026509105,0.3976042791628933,0.43189801000882266,0.3333333333333333
2019 Hong Kong anti-extradition bill protests: Hong Kong International Airport is closed due to protests.,2,BWE-Agg-IDF,0.5651129463877121,0.40639600946245386,0.314820125287494,0.5595418207425518,0.33361569707509675,0.4611764299109554,0.3432415126924669,0.42856819468808866,0.3504004204108243,0.6839069525353151,0.3768439837612502,0.33949089809860084,0.3333333333333333
2019 Hong Kong anti-extradition bill protests: Hong Kong International Airport is closed due to protests.,3,LASER,0.6948766170388685,0.6103424460076508,0.6431761507818656,0.5509106667724215,0.11234358672043665,0.13863082024039405,0.13753559217502506,0.6291777638974684,0.5386649910627058,0.37035323433066386,0.6745188390214653,0.6606174811029062,0.3333333333333333
"2019 Japan–South Korea trade dispute: South Korea announces the removal of Japan from its list of most trusted trading partners, effective on September 18.",0,Title,"(1772, 'ta')","(62410, 'en')","(44221, 'zh')","(97, 'ms')","(203, 'ms')","(39280, 'zh')","(26865, 'en')","(524, 'ms')","(5795, 'ta')","(44000, 'zh')","(66960, 'en')","(11152, 'ta')",p=0.205
"2019 Japan–South Korea trade dispute: South Korea announces the removal of Japan from its list of most trusted trading partners, effective on September 18.",1,BWE-Agg-Add,0.4247180354456863,0.7651719564103548,0.45868497648672324,0.44112598399956826,0.638775069513491,0.41136695960530784,0.7482746864265636,0.37439460205248787,0.5483429556710822,0.4663856499765409,0.7607280986664483,0.4913401946898139,0.29349483496819717
"2019 Japan–South Korea trade dispute: South Korea announces the removal of Japan from its list of most trusted trading partners, effective on September 18.",2,BWE-Agg-IDF,0.43551822836593335,0.7414673299342722,0.420962447926156,0.41253331596038145,0.6418704442295035,0.39588987093620465,0.7374016723779986,0.35096289025532557,0.5439058385114389,0.45921978279034903,0.7254160338174496,0.46847191348637773,0.29349483496819717
"2019 Japan–South Korea trade dispute: South Korea announces the removal of Japan from its list of most trusted trading partners, effective on September 18.",3,LASER,0.17094333447675397,0.4822357868535061,0.7047438924616904,0.6626093396648473,0.5539894234831207,0.6880101992812927,0.32917060563152345,0.6772339119770248,0.20057285912836598,0.6497515064066236,0.4207347455395315,0.1715747668441338,0.4130103300636056
The Trump administration announces it will delay its proposal for 10 percent tariffs slated to take effect from September 1 on certain consumer goods from China while exempting other products — less than two weeks after Trump announced the new proposed tariffs.,0,Title,"(387, 'ms')","(106587, 'en')","(29398, 'zh')","(958, 'ms')","(41786, 'zh')","(63555, 'en')","(5403, 'ta')","(2212, 'ta')","(5370, 'ta')","(19713, 'zh')","(115263, 'en')","(10, 'ms')",p=1.000
The Trump administration announces it will delay its proposal for 10 percent tariffs slated to take effect from September 1 on certain consumer goods from China while exempting other products — less than two weeks after Trump announced the new proposed tariffs.,1,BWE-Agg-Add,0.38666565615052534,0.7859334606815507,0.5546382568601895,0.4528846674391674,0.5299345800566679,0.8152099018649269,0.5313893563459028,0.574355052139076,0.524239678797253,0.49594685694704255,0.8002361947144558,0.524814718216708,0.3333333333333333
The Trump administration announces it will delay its proposal for 10 percent tariffs slated to take effect from September 1 on certain consumer goods from China while exempting other products — less than two weeks after Trump announced the new proposed tariffs.,2,BWE-Agg-IDF,0.4097861321899702,0.8046782392708365,0.5154403719132055,0.45462743070553996,0.5185972597550316,0.8172226333323838,0.5140903362507021,0.5766538865280255,0.5171601673051844,0.4939888715151894,0.8033507483791837,0.4971548688392995,0.3333333333333333
The Trump administration announces it will delay its proposal for 10 percent tariffs slated to take effect from September 1 on certain consumer goods from China while exempting other products — less than two weeks after Trump announced the new proposed tariffs.,3,LASER,0.747443245264124,0.3604153576728372,0.7050799592868746,0.7176433039229764,0.6891755238575802,0.3706351456348441,0.20441719477907377,0.2181680265317794,0.27199462197251634,0.6819398922034149,0.35893664551862364,0.7400171005548073,0.3333333333333333
"The main yield curve for U.S. Treasury bonds inverts, as the yield rate for 2-year bonds rises higher than the yield rate for 10-year bonds.",0,Title,"(6418, 'ta')","(35766, 'en')","(905, 'ms')","(317, 'ms')","(7109, 'zh')","(11280, 'zh')","(31285, 'zh')","(263, 'ms')","(66031, 'en')","(10525, 'ta')","(724, 'ta')","(43393, 'en')",p=0.039
"The main yield curve for U.S. Treasury bonds inverts, as the yield rate for 2-year bonds rises higher than the yield rate for 10-year bonds.",1,BWE-Agg-Add,0.34690162574669303,0.7979076697110946,0.21975668246900015,0.3223732784662282,0.5182755705149621,0.5152603599708755,0.3482134766889906,0.2284561905241711,0.7642646547729416,0.36756979794572153,0.410571601692677,0.7148845897240332,0.16271656499620826
"The main yield curve for U.S. Treasury bonds inverts, as the yield rate for 2-year bonds rises higher than the yield rate for 10-year bonds.",2,BWE-Agg-IDF,0.3557659513050424,0.8091021896365552,0.3401177862348374,0.32782710579709756,0.6111743078657412,0.5517437542327364,0.41524348473896416,0.23314704993774704,0.8405334226674247,0.3717532688331011,0.4190338916178191,0.7370243361383059,0.16271656499620826
"The main yield curve for U.S. Treasury bonds inverts, as the yield rate for 2-year bonds rises higher than the yield rate for 10-year bonds.",3,LASER,0.24041316269006308,0.5199584849473841,0.7060914178871731,0.562130001703517,0.6991899500466359,0.6845277040864397,0.6055827560919728,0.6591084286845369,0.6704489842226978,0.4488050540971654,0.2450007060486934,0.3211132357212928,0.6745668700075835
"The Dow Jones plunges more than 500 points, due to concerns over the yield curve inversion.",0,Title,"(34871, 'zh')","(905, 'ms')","(69588, 'en')","(819, 'ms')","(6418, 'ta')","(9952, 'ta')","(13294, 'zh')","(30820, 'en')","(6015, 'ta')","(34771, 'en')","(281, 'ms')","(32145, 'zh')",p=0.039
"The Dow Jones plunges more than 500 points, due to concerns over the yield curve inversion.",1,BWE-Agg-Add,0.4967609294467657,0.20405837048968178,0.621321745324774,0.24337113546898687,0.34088032916479494,0.384642001678448,0.3608910705398139,0.44703853383618486,0.2875911913593777,0.4577584326347081,0.2823151868884347,0.2664393731061317,0.16271656499620826
"The Dow Jones plunges more than 500 points, due to concerns over the yield curve inversion.",2,BWE-Agg-IDF,0.5205003151758016,0.3195599121496001,0.6780212050682011,0.30339875335574107,0.3563152019561617,0.4189418679405738,0.3975473607122391,0.4910183308812826,0.30889978379896815,0.5526014288667725,0.29834541757335487,0.29845542632570965,0.16271656499620826
"The Dow Jones plunges more than 500 points, due to concerns over the yield curve inversion.",3,LASER,0.6147138372996629,0.6041119759038976,0.4209864483364018,0.6328812879469309,0.13552327339232545,0.1162520651825638,0.5801095096466232,0.269649680121762,0.14126118219933964,0.6415593537726131,0.6139034938474962,0.6013393885666166,0.6745668700075835
"The European Central Bank shuts down PNB Banka after ruling it had become insolvent; this bank, previously called Norvik Banka, was Latvia's sixth-largest lender, and was a critic of the Baltic country's financial authorities.",0,Title,"(791, 'ms')","(1032, 'ta')","(30552, 'en')","(43959, 'zh')","(44628, 'zh')","(40191, 'zh')","(35563, 'en')","(44592, 'en')","(5475, 'ta')","(12883, 'ta')","(356, 'ms')","(748, 'ms')",p=0.174
"The European Central Bank shuts down PNB Banka after ruling it had become insolvent; this bank, previously called Norvik Banka, was Latvia's sixth-largest lender, and was a critic of the Baltic country's financial authorities.",1,BWE-Agg-Add,0.563172220599485,0.4992552239488133,0.6600007017083648,0.525388017594677,0.5215494471219732,0.4547010004709028,0.5751978209397605,0.6465176134420675,0.5204091230043533,0.4875111190639411,0.36210551668585544,0.37929601577192373,0.5826652272330511
"The European Central Bank shuts down PNB Banka after ruling it had become insolvent; this bank, previously called Norvik Banka, was Latvia's sixth-largest lender, and was a critic of the Baltic country's financial authorities.",2,BWE-Agg-IDF,0.5602658010242021,0.4945072747042704,0.6216083704654702,0.5160274359150943,0.523991485569992,0.4607432044697745,0.5269204603465896,0.6038999522159609,0.5214966512381856,0.48520790686249665,0.3534966936918943,0.31994210963862896,0.2086673863834744
"The European Central Bank shuts down PNB Banka after ruling it had become insolvent; this bank, previously called Norvik Banka, was Latvia's sixth-largest lender, and was a critic of the Baltic country's financial authorities.",3,LASER,0.6069741878126392,0.40567117123520136,0.742413141933943,0.6888134378966421,0.7000543631156863,0.7364230648627321,0.43713249103864654,0.3717607057350554,0.22050596777597906,0.6092381347087096,0.441348973923486,0.7085676237342537,0.2086673863834744
Russian airstrike kills 20 civilians in the Hass refugee camp,0,Title,"(91964, 'en')","(434, 'ms')","(29908, 'zh')","(2724, 'ta')","(34489, 'zh')","(5948, 'ta')","(429, 'ms')","(10768, 'ta')","(49471, 'zh')","(77209, 'en')","(100220, 'en')","(729, 'ms')",p=0.046
Russian airstrike kills 20 civilians in the Hass refugee camp,1,BWE-Agg-Add,0.5505781121934453,0.27028254025721343,0.335313268259516,0.4428064694253416,0.37344161463778314,0.38902425966984894,0.1592274429898047,0.45421396436412725,0.31422778882789537,0.5786739319394342,0.4954550523194494,0.21425462323369818,0.27732984271256184
Russian airstrike kills 20 civilians in the Hass refugee camp,2,BWE-Agg-IDF,0.5747832671887628,0.2755741114502252,0.40898729789667976,0.4502978490248978,0.4590838427045728,0.422928437763259,0.14847249795896336,0.46497233226279955,0.39981285036841346,0.6116613181315014,0.5182122139554516,0.2248630577903763,0.44534031457487633
Russian airstrike kills 20 civilians in the Hass refugee camp,3,LASER,0.4199081265430843,0.5682984421159899,0.556143090629518,0.5309118765125581,0.6035074796743475,0.13359881220380287,0.5820897086282734,0.5111569841850107,0.518484859383644,0.23459525108922372,0.36674845287483665,0.5699683217085484,0.27732984271256184
"100 activists, officials, and other concerned citizens in Iceland hold a funeral for Okjökull glacier, which has completely melted after once covering six square miles (15.5 km2).",0,Title,"(305, 'ms')","(44516, 'zh')","(8927, 'ta')","(101723, 'en')","(18938, 'zh')","(369, 'ms')","(78891, 'en')","(8078, 'ta')","(33055, 'en')","(9464, 'ta')","(21918, 'zh')","(890, 'ms')",p=0.205
"100 activists, officials, and other concerned citizens in Iceland hold a funeral for Okjökull glacier, which has completely melted after once covering six square miles (15.5 km2).",1,BWE-Agg-Add,0.2461464190947049,0.2860714823852529,0.4884003744144024,0.49028617063135327,0.3348464787045948,0.15324624296601833,0.48237343796894483,0.49239357233404063,0.5397687082883403,0.48455358364809004,0.3009049025532603,0.23776676183580298,0.29349483496819684
"100 activists, officials, and other concerned citizens in Iceland hold a funeral for Okjökull glacier, which has completely melted after once covering six square miles (15.5 km2).",2,BWE-Agg-IDF,0.23236619783829254,0.2829358410690211,0.48462734498828947,0.4687883171363979,0.31699778869022116,0.12166959197960178,0.4773504335534599,0.49150029421540475,0.48054682175678587,0.4906272393638046,0.3075233126451281,0.21807931789567,0.29349483496819684
"100 activists, officials, and other concerned citizens in Iceland hold a funeral for Okjökull glacier, which has completely melted after once covering six square miles (15.5 km2).",3,LASER,0.6724600347213714,0.6344313647150363,0.2512767151966895,0.4516622371436527,0.6777463457992607,0.7019961056751619,0.40567172979995897,0.2000447734654692,0.582043871107933,0.41412277636851413,0.693853382107392,0.6091788170802748,0.4130103300636063
"2019 Papua protests erupt, mainly across Indonesian Papua, in response to an incident in Surabaya where a group of Papuan students were arrested for alleged disrespect of the Indonesian flag. In Jayapura, Sorong, Fakfak, Timika and Manokwari, protests turned violent, with various private buildings and public facilities being damaged or burned. The protests and unrest were described by Reuters as ""the most serious civil unrest in years over perceived racial and ethnic discrimination.""",0,Title,"(80, 'ms')","(39525, 'zh')","(4371, 'ta')","(100760, 'en')","(23379, 'en')","(20715, 'zh')","(2875, 'ta')","(12803, 'ta')","(40545, 'zh')","(39976, 'en')","(205, 'ms')","(839, 'ms')",p=0.338
"2019 Papua protests erupt, mainly across Indonesian Papua, in response to an incident in Surabaya where a group of Papuan students were arrested for alleged disrespect of the Indonesian flag. In Jayapura, Sorong, Fakfak, Timika and Manokwari, protests turned violent, with various private buildings and public facilities being damaged or burned. The protests and unrest were described by Reuters as ""the most serious civil unrest in years over perceived racial and ethnic discrimination.""",1,BWE-Agg-Add,0.3050551983094919,0.5090756372590369,0.5243179544003007,0.7704518824180844,0.24347124615832494,0.4093726172558601,0.5512336979245352,0.5473646126177435,0.4081113780640052,0.658105031156733,0.3342410575959486,0.37662659750247424,0.46149310096338003
"2019 Papua protests erupt, mainly across Indonesian Papua, in response to an incident in Surabaya where a group of Papuan students were arrested for alleged disrespect of the Indonesian flag. In Jayapura, Sorong, Fakfak, Timika and Manokwari, protests turned violent, with various private buildings and public facilities being damaged or burned. The protests and unrest were described by Reuters as ""the most serious civil unrest in years over perceived racial and ethnic discrimination.""",2,BWE-Agg-IDF,0.30185123210866616,0.532382684739458,0.5366031055623492,0.8090300314518737,0.22978932701974664,0.37774528503309923,0.5490428009642411,0.5581716867814676,0.402314609471945,0.6610749818292582,0.3118883797640328,0.3543085418655676,0.26925344951831
"2019 Papua protests erupt, mainly across Indonesian Papua, in response to an incident in Surabaya where a group of Papuan students were arrested for alleged disrespect of the Indonesian flag. In Jayapura, Sorong, Fakfak, Timika and Manokwari, protests turned violent, with various private buildings and public facilities being damaged or burned. The protests and unrest were described by Reuters as ""the most serious civil unrest in years over perceived racial and ethnic discrimination.""",3,LASER,0.773797784664981,0.8056655068607725,0.3968080879816618,0.44172665848973286,0.6596765296466099,0.8052297578045748,0.36132715023192946,0.37485557551368676,0.8036669607851143,0.807724894836329,0.749520661480848,0.7741883412623325,0.26925344951831
"2019 Amazon rainforest wildfires: Brazil's National Institute for Space Research (INPE) reports fires burning in the Amazon rainforest at a record rate, with more than 36,000 in the year to date, while smoke reaches São Paulo more than 1,700 miles (2,700 km) away.",0,Title,"(479, 'en')","(438, 'ms')","(31966, 'zh')","(13205, 'ta')","(43600, 'zh')","(29770, 'en')","(145, 'ms')","(5769, 'ta')","(6706, 'ta')","(45280, 'zh')","(66, 'ms')","(70151, 'en')",p=0.717
"2019 Amazon rainforest wildfires: Brazil's National Institute for Space Research (INPE) reports fires burning in the Amazon rainforest at a record rate, with more than 36,000 in the year to date, while smoke reaches São Paulo more than 1,700 miles (2,700 km) away.",1,BWE-Agg-Add,0.70679711074772,0.2655311886545794,0.6221519003057391,0.4572555198198067,0.5565203291058838,0.6846056244734827,0.33967601830151806,0.47702552179835445,0.5529906976358899,0.5235508725393494,0.22955843489593689,0.7658423627901675,0.3002548138587512
"2019 Amazon rainforest wildfires: Brazil's National Institute for Space Research (INPE) reports fires burning in the Amazon rainforest at a record rate, with more than 36,000 in the year to date, while smoke reaches São Paulo more than 1,700 miles (2,700 km) away.",2,BWE-Agg-IDF,0.7199718181863146,0.2535046791064093,0.6321185850454029,0.48854324274419336,0.5891359292628682,0.696505921987555,0.3037468353367662,0.46858891696498656,0.558753337937551,0.5802107385963146,0.2037887152427515,0.8186100320398502,0.3002548138587512
"2019 Amazon rainforest wildfires: Brazil's National Institute for Space Research (INPE) reports fires burning in the Amazon rainforest at a record rate, with more than 36,000 in the year to date, while smoke reaches São Paulo more than 1,700 miles (2,700 km) away.",3,LASER,0.5679829692950692,0.27957564513329036,0.7717460920684321,0.24706161519943098,0.7737517963777067,0.3972687807493316,0.7563474505121583,0.3010893003609664,0.3200414486836391,0.7289095775897253,0.7149384936583961,0.5405628380941371,0.3994903722824976
Giuseppe Conte offers his resignation as Prime Minister of Italy in order to avoid a no-confidence motion.,0,Title,"(158, 'ms')","(13307, 'zh')","(7980, 'ta')","(71595, 'en')","(53306, 'en')","(11315, 'ta')","(26926, 'zh')","(4596, 'ta')","(107197, 'en')","(34582, 'zh')","(970, 'ms')","(523, 'ms')",p=0.264
Giuseppe Conte offers his resignation as Prime Minister of Italy in order to avoid a no-confidence motion.,1,BWE-Agg-Add,0.43560683546524703,0.48060384777084847,0.44476455717463564,0.5608713057270486,0.5700893366658055,0.4544918368082438,0.42424813865534394,0.38982315983696497,0.6572084931947713,0.3018401034173742,0.31807797524819953,0.2659025857758115,0.20345238134461
Giuseppe Conte offers his resignation as Prime Minister of Italy in order to avoid a no-confidence motion.,2,BWE-Agg-IDF,0.4461651870810897,0.49561831063988726,0.4358286725880236,0.5685766889473536,0.5941963846813648,0.4538145829003163,0.4263249817455594,0.3672217363098841,0.6943660571670436,0.3083727182929957,0.27639934391781623,0.30459946528231246,0.5930952373107801
Giuseppe Conte offers his resignation as Prime Minister of Italy in order to avoid a no-confidence motion.,3,LASER,0.6482945515018675,0.6438376555420695,0.5268590083935378,0.4539926307853172,0.3698820844339554,0.11897608081751562,0.6204163438412181,0.4613324828428484,0.287895297230128,0.5531505267110115,0.6275207513023617,0.6420119100037746,0.20345238134461
"German Chancellor Angela Merkel and French President Emmanuel Macron describe the widespread Amazon fires as an international emergency, urging the matter to be discussed at the weekend's G7 summit.",0,Title,"(147, 'ms')","(7026, 'ta')","(47179, 'en')","(45426, 'zh')","(105436, 'en')","(14330, 'zh')","(12227, 'ta')","(6306, 'ta')","(32522, 'zh')","(608, 'ms')","(26595, 'en')","(311, 'ms')",p=0.264
"German Chancellor Angela Merkel and French President Emmanuel Macron describe the widespread Amazon fires as an international emergency, urging the matter to be discussed at the weekend's G7 summit.",1,BWE-Agg-Add,0.3685056290823122,0.4752545665870649,0.7080561224495955,0.5181055612355578,0.5986520989555103,0.3907110388447263,0.4564237233682673,0.5244477578587913,0.3877668469744202,0.4054078526217973,0.5821919000892133,0.3329113467955452,0.5930952373107801
"German Chancellor Angela Merkel and French President Emmanuel Macron describe the widespread Amazon fires as an international emergency, urging the matter to be discussed at the weekend's G7 summit.",2,BWE-Agg-IDF,0.3425440493506683,0.46651302626023694,0.6839308900708262,0.5490841921891583,0.5868849422226616,0.3614518779760552,0.4772860865203964,0.5228609850245735,0.4153876245828953,0.3568558623211902,0.5866844828495812,0.3187407928290047,0.20345238134461
"German Chancellor Angela Merkel and French President Emmanuel Macron describe the widespread Amazon fires as an international emergency, urging the matter to be discussed at the weekend's G7 summit.",3,LASER,0.6994371604148553,0.7032263896568015,0.33699908186942246,0.6877325357763356,0.38548717760723145,0.6678390680197732,0.2071306550520702,0.13642044771122278,0.6554788525934738,0.7125520704203535,0.5889467620421184,0.6794365261743187,0.20345238134461
"2019 Beirut drone crash: According to Lebanese officials, two Israeli drones attack Beirut, Lebanon. One crashed into the roof of the Hezbollah Media Center, about 45 minutes before the second exploded in the air and damaged the building. It was the first such incident between Israel and Lebanon since the 2006 Lebanon War.",0,Title,"(513, 'ms')","(10240, 'ta')","(37769, 'en')","(18695, 'zh')","(5345, 'zh')","(31940, 'en')","(429, 'ms')","(10860, 'ta')","(47399, 'en')","(1000, 'ta')","(4798, 'zh')","(379, 'ms')",p=0.125
"2019 Beirut drone crash: According to Lebanese officials, two Israeli drones attack Beirut, Lebanon. One crashed into the roof of the Hezbollah Media Center, about 45 minutes before the second exploded in the air and damaged the building. It was the first such incident between Israel and Lebanon since the 2006 Lebanon War.",1,BWE-Agg-Add,0.5606896772519598,0.5722486006186602,0.6826819866056908,0.6147969486260221,0.4463482841888002,0.7708018970561841,0.30922181434340706,0.510043923867898,0.7744470999487229,0.5254577448344145,0.47106200983455204,0.396952557694214,0.13406968323063756
"2019 Beirut drone crash: According to Lebanese officials, two Israeli drones attack Beirut, Lebanon. One crashed into the roof of the Hezbollah Media Center, about 45 minutes before the second exploded in the air and damaged the building. It was the first such incident between Israel and Lebanon since the 2006 Lebanon War.",2,BWE-Agg-IDF,0.5744911330666715,0.6016201547517286,0.7364169901254708,0.6396448325179495,0.5040399284444287,0.798886246438874,0.30757678775024433,0.5416254488389751,0.8066246297723904,0.5403579007519643,0.5142297337496041,0.4152775228410274,0.13406968323063756
"2019 Beirut drone crash: According to Lebanese officials, two Israeli drones attack Beirut, Lebanon. One crashed into the roof of the Hezbollah Media Center, about 45 minutes before the second exploded in the air and damaged the building. It was the first such incident between Israel and Lebanon since the 2006 Lebanon War.",3,LASER,0.7666053422975875,0.3388077943624413,0.40658071116003586,0.7845266154113338,0.7620304273064941,0.33956910602497953,0.7756252978542643,0.3154551037083618,0.38791053454845825,0.34282394430761,0.7660782219274002,0.7094648909439014,0.7318606335387249
"Hurricane Dorian makes landfall on The Bahamas as the strongest hurricane ever recorded in the Atlantic basin outside the Caribbean and Gulf of Mexico, with sustained wind speeds of 185 mph. 43 deaths are reported.",0,Title,"(894, 'ms')","(108778, 'en')","(14527, 'zh')","(9306, 'ta')","(31381, 'zh')","(3723, 'ta')","(8871, 'ta')","(9594, 'zh')","(82097, 'en')","(64134, 'en')","(683, 'ms')","(772, 'ms')",p=0.264
"Hurricane Dorian makes landfall on The Bahamas as the strongest hurricane ever recorded in the Atlantic basin outside the Caribbean and Gulf of Mexico, with sustained wind speeds of 185 mph. 43 deaths are reported.",1,BWE-Agg-Add,0.21823297572816566,0.6716273579531407,0.5088706991932131,0.5227278372996225,0.6349245226066164,0.5334179360057703,0.47854278200119343,0.6138134559443442,0.6735211208835162,0.6913450107254611,0.39173022652028094,0.25305029956455616,0.20345238134461
"Hurricane Dorian makes landfall on The Bahamas as the strongest hurricane ever recorded in the Atlantic basin outside the Caribbean and Gulf of Mexico, with sustained wind speeds of 185 mph. 43 deaths are reported.",2,BWE-Agg-IDF,0.24312309039444774,0.7014578394936525,0.5690927175468771,0.5363883572528383,0.69279772245829,0.5527946520498659,0.4795219286177482,0.7020879259949179,0.738831462619836,0.7289387797736433,0.36023080193541956,0.252656712292906,0.20345238134461
"Hurricane Dorian makes landfall on The Bahamas as the strongest hurricane ever recorded in the Atlantic basin outside the Caribbean and Gulf of Mexico, with sustained wind speeds of 185 mph. 43 deaths are reported.",3,LASER,0.636055885342327,0.5230555711593711,0.7170569235136472,0.27558880736802777,0.7556097394058404,0.29739240234376996,0.26992943087957805,0.7509822122223674,0.5495486373794845,0.41889294188018694,0.725601644541951,0.7225153164308115,0.5930952373107801
"Sinking of MV Conception: 34 people are killed following a fire and subsequent sinking of a dive boat near Santa Cruz Island, California, United States. It is the worst maritime disaster in California in more than 150 years.",0,Title,"(735, 'ms')","(77146, 'en')","(2126, 'ta')","(34594, 'zh')","(672, 'ms')","(37036, 'zh')","(7319, 'ta')","(8682, 'en')","(14541, 'zh')","(10244, 'ta')","(44050, 'en')","(145, 'ms')",p=0.558
"Sinking of MV Conception: 34 people are killed following a fire and subsequent sinking of a dive boat near Santa Cruz Island, California, United States. It is the worst maritime disaster in California in more than 150 years.",1,BWE-Agg-Add,0.5934322057602058,0.5927825878015095,0.6099838410399805,0.47227671005547095,0.2964762781217055,0.4465512221199878,0.5470451536791493,0.6919900837752009,0.3247884741217765,0.541827003743949,0.6170755534553182,0.47415745628569494,0.31165843888359185
"Sinking of MV Conception: 34 people are killed following a fire and subsequent sinking of a dive boat near Santa Cruz Island, California, United States. It is the worst maritime disaster in California in more than 150 years.",2,BWE-Agg-IDF,0.5785463705531482,0.6442967413173182,0.6158300182727855,0.5097692777488263,0.32441708756191057,0.4537814581480563,0.5451356439541913,0.7237691758364272,0.3117044642557259,0.5527838319094471,0.6504653218856057,0.4564588735035033,0.37668312223281636
"Sinking of MV Conception: 34 people are killed following a fire and subsequent sinking of a dive boat near Santa Cruz Island, California, United States. It is the worst maritime disaster in California in more than 150 years.",3,LASER,0.7852689779972589,0.3291904112467549,0.30653795430794073,0.7006221766423552,0.7309260910741123,0.733918044714059,0.28670799038071054,0.43575188333400877,0.6681674188502198,0.665415528381632,0.4449194802197972,0.6982311038544341,0.31165843888359185
Iranian woman Sahar Khodayari sets herself on fire after being arrested for attending a soccer game in Iran. She dies a week later.,0,Title,"(11845, 'zh')","(30526, 'en')","(374, 'ms')","(10601, 'ta')","(16516, 'zh')","(649, 'ms')","(5724, 'ta')","(10978, 'ta')","(32488, 'en')","(307, 'ms')","(15394, 'en')","(9189, 'zh')",p=0.076
Iranian woman Sahar Khodayari sets herself on fire after being arrested for attending a soccer game in Iran. She dies a week later.,1,BWE-Agg-Add,0.4137167123671661,0.580960782514524,0.5132349822232969,0.582576970141543,0.4293896937578903,0.4542694960758027,0.5526690896813014,0.5253895821124793,0.49642883343896227,0.476183827464226,0.5519781643196994,0.3821072510466661,0.7188774966983771
Iranian woman Sahar Khodayari sets herself on fire after being arrested for attending a soccer game in Iran. She dies a week later.,2,BWE-Agg-IDF,0.43186914557873274,0.539383808500094,0.5341863171049523,0.5679725758004207,0.4411360618432026,0.45647986806427,0.542574814647642,0.5106797553952604,0.4634206213675746,0.4694101316348087,0.508328591595135,0.38122282620123477,0.14056125165081146
Iranian woman Sahar Khodayari sets herself on fire after being arrested for attending a soccer game in Iran. She dies a week later.,3,LASER,0.639966420409515,0.5061335660796756,0.7350416981196802,0.20940647976381785,0.6639686973836544,0.7103871135287174,0.189772659204916,0.5792549395962584,0.5167957391637378,0.5875275543862648,0.6389988743390422,0.6440911501537323,0.14056125165081146
"2019 Hong Kong anti-extradition bill protests: Hong Kong Chief Executive Carrie Lam announces the official withdrawal of the controversial Fugitive Offenders and Mutual Legal Assistance in Criminal Matters Legislation (Amendment) Bill 2019, and setting up of an independent study to probe social and economic inequality within the territory.",0,Title,"(37167, 'zh')","(4832, 'ta')","(608, 'ms')","(98323, 'en')","(42585, 'zh')","(147, 'ms')","(106387, 'en')","(55583, 'en')","(12269, 'ta')","(154, 'ms')","(10031, 'ta')","(11500, 'zh')",p=0.920
"2019 Hong Kong anti-extradition bill protests: Hong Kong Chief Executive Carrie Lam announces the official withdrawal of the controversial Fugitive Offenders and Mutual Legal Assistance in Criminal Matters Legislation (Amendment) Bill 2019, and setting up of an independent study to probe social and economic inequality within the territory.",1,BWE-Agg-Add,0.5367430873534709,0.5988531895675455,0.5194737597507768,0.784998351199544,0.4657561036703561,0.5178204975121816,0.7746032498333354,0.8312416235911747,0.5432195658697672,0.5290157412282495,0.5987077315819931,0.49663299339951505,0.3333333333333333
"2019 Hong Kong anti-extradition bill protests: Hong Kong Chief Executive Carrie Lam announces the official withdrawal of the controversial Fugitive Offenders and Mutual Legal Assistance in Criminal Matters Legislation (Amendment) Bill 2019, and setting up of an independent study to probe social and economic inequality within the territory.",2,BWE-Agg-IDF,0.5547040036920559,0.5985017037987802,0.48065752906276715,0.7766978513502117,0.46780808007844477,0.5077916499676476,0.7694101215282652,0.8342868837688454,0.5240919847916382,0.5150058201801925,0.60601817816596,0.5040204949490256,0.3333333333333333
