Queries,,Model,Article1/Ranking,Article2/Ranking,Article3/Ranking,Article4/Ranking,Article5/Ranking,Article6/Ranking,Article7/Ranking,Article8/Ranking,Article9/Ranking,Article10/Ranking,Article11/Ranking,Article12/Ranking,"Non-parametric (Friedman, Nemenyi)"
Unmanned space probe New Horizons makes a close approach of the Kuiper belt object (KBO) 486958 at 05:33 UTC.,0,Title,"(38688, 'zh')","(3999, 'ta')","(865, 'ms')","(46002, 'en')","(4070, 'ta')","(28089, 'en')","(19971, 'zh')","(109769, 'en')","(250, 'ms')","(258, 'ms')","(10624, 'ta')","(4057, 'zh')",p=0.097
Unmanned space probe New Horizons makes a close approach of the Kuiper belt object (KBO) 486958 at 05:33 UTC.,1,BWE-Agg-Add,0.49077789325238175,0.524572826470564,0.4291209113838033,0.6522543540373843,0.4711498708241795,0.6708745021692698,0.5419670905763424,0.6652360726317708,0.20188093353883438,0.1965685998930983,0.4733770932046037,0.5510432718273212,0.23456257933819458
Unmanned space probe New Horizons makes a close approach of the Kuiper belt object (KBO) 486958 at 05:33 UTC.,2,BWE-Agg-IDF,0.5380983065165739,0.5413024282747383,0.46087750099014746,0.661763939732241,0.4993816085497666,0.6445846991280871,0.5588846912416696,0.678185964330774,0.23568034822238712,0.16493399598344763,0.47605220767401385,0.575464224267578,0.5308748413236108
Unmanned space probe New Horizons makes a close approach of the Kuiper belt object (KBO) 486958 at 05:33 UTC.,3,LASER,0.7020731982844226,0.1635399573190627,0.6150825585566915,0.3672966899641615,0.5232563965562425,0.6831533751466974,0.6136241824060763,0.5670854820715178,0.661645646336665,0.6582484884712627,0.1945016407101431,0.6614246319457396,0.23456257933819458
Jair begins his four-year term as President of Brazil.,0,Title,"(93, 'ms')","(14392, 'zh')","(71603, 'en')","(10407, 'ta')","(1895, 'ta')","(64299, 'en')","(749, 'ta')","(5342, 'zh')","(7585, 'en')","(608, 'ms')","(17277, 'zh')","(974, 'ms')",p=0.006
Jair begins his four-year term as President of Brazil.,1,BWE-Agg-Add,0.45552308689032767,0.4503831125682741,0.33063603091666494,0.42741710366788427,0.4006747044416133,0.5173767216417269,0.3921120492876623,0.325603023581566,0.4738492273592244,0.3537507511011635,0.4976674922532211,0.34784039630340857,0.4775185458906173
Jair begins his four-year term as President of Brazil.,2,BWE-Agg-IDF,0.4462906549650575,0.40557483903385144,0.26958412403431714,0.3993112415498298,0.3506987261950545,0.41221457333898226,0.36457587780191797,0.3008845808409564,0.4375841309222096,0.29278479179204975,0.4573260376219383,0.3125072860880221,0.2612407270546913
Jair begins his four-year term as President of Brazil.,3,LASER,0.6097944882818673,0.49082687242847894,0.4262141196849714,0.10857673672889692,0.4561417954509778,0.4324975144013888,0.09799924646671329,0.5526579338475223,0.3912648594435765,0.5547274198928932,0.5124724128750053,0.5748148198315207,0.2612407270546913
Qatar withdraws from OPEC.,0,Title,"(379, 'ms')","(20153, 'en')","(21680, 'zh')","(3847, 'ta')","(90307, 'en')","(50600, 'zh')","(600, 'ta')","(9206, 'ta')","(5609, 'zh')","(97828, 'en')","(649, 'ms')","(750, 'ms')",p=0.009
Qatar withdraws from OPEC.,1,BWE-Agg-Add,0.5450433054460089,0.6405090228872266,0.5852491827534911,0.3259290525567679,0.6061213793825576,0.5329658990887951,0.30296460314394275,0.37087266433603405,0.5581104126854529,0.49206851287173087,0.3883123791104881,0.4488406319510181,0.9267654273052226
Qatar withdraws from OPEC.,2,BWE-Agg-IDF,0.5797507280112764,0.7292864884038192,0.6304767312905794,0.3189522476857937,0.6905983619098367,0.6397852893691733,0.3074270716192295,0.38805624086908497,0.6396907981288155,0.557178153235044,0.3864076631909891,0.5092446881008638,0.03661728634738872
Qatar withdraws from OPEC.,3,LASER,0.5605288747313257,0.2872657891475064,0.44522481246794277,0.07476908593597939,0.539931942626534,0.47787924917294844,0.04134015413866256,0.07091665840610666,0.46230147202583016,0.22883140243958355,0.507823701040059,0.5383503913194557,0.03661728634738872
Same-sex marriage becomes legal in Austria.,0,Title,"(501, 'ms')","(93410, 'en')","(7091, 'zh')","(2751, 'ta')","(29021, 'en')","(15389, 'zh')","(13310, 'ta')","(5823, 'ta')","(22, 'ms')","(7319, 'zh')","(111, 'ms')","(51995, 'en')",p=0.338
Same-sex marriage becomes legal in Austria.,1,BWE-Agg-Add,0.19226551630424726,0.5424571407437275,0.46210487708320513,0.3039193459450429,0.4489008266683885,0.34916340705671806,0.30535824230693936,0.2496975511905759,0.2819984822428598,0.2903385972944379,0.19047469062803513,0.6401961875716375,0.2692534495183101
Same-sex marriage becomes legal in Austria.,2,BWE-Agg-IDF,0.21235290706374851,0.5721612617751827,0.5162586690073251,0.2998827980233407,0.4977191408920969,0.4018409989693284,0.32187497383804375,0.23543641066370766,0.28930395568149425,0.35512684741926864,0.19513314223362535,0.6333815105202776,0.2692534495183101
Same-sex marriage becomes legal in Austria.,3,LASER,0.510422550417151,0.46065216211618054,0.20285042910436932,0.5201272562765866,0.31388154106442,0.5311413230290284,0.30641064187326084,0.4039109347670664,0.14611072352230406,0.48172084067139653,0.5049945255016883,0.559926583174173,0.46149310096337975
Chinese probe Chang'e 4 becomes the first human-made object to land on the far side of the Moon.,0,Title,"(24413, 'en')","(15181, 'zh')","(663, 'ms')","(7890, 'ta')","(294, 'ms')","(6574, 'ta')","(22904, 'zh')","(58257, 'en')","(4070, 'ta')","(38688, 'zh')","(14149, 'en')","(865, 'ms')",p=0.717
Chinese probe Chang'e 4 becomes the first human-made object to land on the far side of the Moon.,1,BWE-Agg-Add,0.7345824475937128,0.5257569376185148,0.5848365142493609,0.5259488320688785,0.3238745536495596,0.4709457375573571,0.5353993909771773,0.7431112321355365,0.4198679258188665,0.4022794550789556,0.7213248534550993,0.3548982482809673,0.3002548138587512
Chinese probe Chang'e 4 becomes the first human-made object to land on the far side of the Moon.,2,BWE-Agg-IDF,0.7327895585514015,0.5353625751288075,0.5802644624886599,0.5402966487365829,0.3201814935683355,0.4844244615351392,0.5632973028372277,0.726066900119169,0.45643817821031735,0.46868190626260736,0.7106867646414364,0.3822232681992467,0.3994903722824976
Chinese probe Chang'e 4 becomes the first human-made object to land on the far side of the Moon.,3,LASER,0.32203866525590785,0.6520535774880969,0.6600386470159691,0.17448474792214105,0.6390782977272642,0.153294838148227,0.5936686677411636,0.5292694947346333,0.47942604018022095,0.5817267329665208,0.5753250444461124,0.5309071145989807,0.3002548138587512
Bartholomew I of Constantinople issues a formal decree granting independence to the Orthodox Church of Ukraine from the Russian Orthodox Church.,0,Title,"(805, 'ms')","(77516, 'en')","(18707, 'zh')","(8181, 'ta')","(12540, 'ta')","(22264, 'zh')","(40423, 'zh')","(7322, 'ta')","(103769, 'en')","(873, 'ms')","(10287, 'en')","(918, 'ms')",p=0.076
Bartholomew I of Constantinople issues a formal decree granting independence to the Orthodox Church of Ukraine from the Russian Orthodox Church.,1,BWE-Agg-Add,0.4668692955697536,0.6300135422129913,0.2958137209355436,0.2744962696275762,0.30331719384075845,0.14874961203368298,0.46363385381024375,0.26772381846491616,0.5289634126273096,0.36649502232342285,0.6513143840386637,0.4349173112220566,0.14056125165081146
Bartholomew I of Constantinople issues a formal decree granting independence to the Orthodox Church of Ukraine from the Russian Orthodox Church.,2,BWE-Agg-IDF,0.4908161800745605,0.6891796067707474,0.4270784048328016,0.3000102829869263,0.30924716806036195,0.16456322034032386,0.5294935190533445,0.26562080674851946,0.5964935601590797,0.383130595263561,0.739344006327769,0.4354548388271386,0.14056125165081146
Bartholomew I of Constantinople issues a formal decree granting independence to the Orthodox Church of Ukraine from the Russian Orthodox Church.,3,LASER,0.6882045367765146,0.5094559172912648,0.6071313490148332,0.22441086969022778,0.19740433333856836,0.6230008629402457,0.5985459508824473,0.17365824002730212,0.5544931645159019,0.2737907288820086,0.3729548267715025,0.6880175752880182,0.7188774966983771
"Muhammad V of Kelantan abdicates the federal throne as the 15th monarch of Malaysia, the first Malaysian monarch to do so.",0,Title,"(10160, 'zh')","(492, 'ms')","(3943, 'ta')","(63187, 'en')","(2167, 'en')","(67221, 'en')","(5086, 'ta')","(3439, 'ta')","(212, 'ms')","(650, 'ms')","(27471, 'zh')","(15867, 'zh')",p=0.472
"Muhammad V of Kelantan abdicates the federal throne as the 15th monarch of Malaysia, the first Malaysian monarch to do so.",1,BWE-Agg-Add,0.3343777990713419,0.3617615153126202,0.48547033026232805,0.6975355904954949,0.7630138044350305,0.7916140835691172,0.39809404785499636,0.40559719741037353,0.5454727343548733,0.6441713071327989,0.43600757759480707,0.28374153313054884,0.2630848141485789
"Muhammad V of Kelantan abdicates the federal throne as the 15th monarch of Malaysia, the first Malaysian monarch to do so.",2,BWE-Agg-IDF,0.3793372518724244,0.26353814414163185,0.5055084552404119,0.7762843446353666,0.8035978713541094,0.8335405657667607,0.4026972331990046,0.4148451612581703,0.4376067079512331,0.623067002316054,0.4632801671957175,0.2948064548708401,0.2630848141485789
"Muhammad V of Kelantan abdicates the federal throne as the 15th monarch of Malaysia, the first Malaysian monarch to do so.",3,LASER,0.6311492717507222,0.6370062055669663,0.17139051531403512,0.3009413796931693,0.29657176398463186,0.6762011117057228,0.20796339935966965,0.14860079189751063,0.6552274833222752,0.6952495173808046,0.5927645068546329,0.5969451873558094,0.4738303717028421
A faction of the Armed Forces of Gabon attempts a coup d'état.,0,Title,"(1204, 'ta')","(434, 'ms')","(43634, 'zh')","(95848, 'en')","(29499, 'zh')","(44701, 'en')","(69487, 'en')","(87, 'ms')","(35001, 'zh')","(671, 'ms')","(2724, 'ta')","(7042, 'ta')",p=0.472
A faction of the Armed Forces of Gabon attempts a coup d'état.,1,BWE-Agg-Add,0.4612355239623858,0.3798614605978492,0.5194874356935784,0.5716481384483687,0.35882593325473305,0.48165137777403166,0.5813710166954164,0.15635434566658712,0.39280970683346467,0.3972155398974126,0.44254146115558185,0.4528867241302374,0.2630848141485789
A faction of the Armed Forces of Gabon attempts a coup d'état.,2,BWE-Agg-IDF,0.4742094653559636,0.37847242112738294,0.5655142660285005,0.5986492889994405,0.43808664474734665,0.5281523230771912,0.6066519193286254,0.14857025701786117,0.4268424272862145,0.42658779081801473,0.4416152675909692,0.4565422361782926,0.2630848141485789
A faction of the Armed Forces of Gabon attempts a coup d'état.,3,LASER,0.09533174930087514,0.5512996907542167,0.5090855011341441,0.38572781851638777,0.541447366360176,0.27663033309198864,0.42484323284749537,0.540013389957423,0.5205468901264326,0.5505232840628832,0.4956833523210763,0.07539691479733143,0.4738303717028421
"Venezuela enters a presidential crisis as Juan Guaidó and the National Assembly declare incumbent President Nicolás Maduro ""illegitimate"".",0,Title,"(20224, 'en')","(93, 'ms')","(17277, 'zh')","(99, 'ms')","(8426, 'ta')","(6897, 'ta')","(5017, 'ta')","(3785, 'zh')","(11761, 'zh')","(50772, 'en')","(104469, 'en')","(387, 'ms')",p=0.368
"Venezuela enters a presidential crisis as Juan Guaidó and the National Assembly declare incumbent President Nicolás Maduro ""illegitimate"".",1,BWE-Agg-Add,0.6688253436542445,0.47883073094874606,0.6443198260700793,0.41980430733142315,0.44604649975732386,0.398458121262395,0.5082929868396421,0.5355804293533716,0.4617032783836783,0.6344169242373215,0.6112766169306394,0.4807936202639286,0.3333333333333333
"Venezuela enters a presidential crisis as Juan Guaidó and the National Assembly declare incumbent President Nicolás Maduro ""illegitimate"".",2,BWE-Agg-IDF,0.7134012104053571,0.45916498356157515,0.6285383058156913,0.4082523580325725,0.43879856280381363,0.38388068044192925,0.5370156129893312,0.51038864036122,0.44420589469083416,0.6282422632260991,0.632888329354238,0.47315911988292825,0.3333333333333333
"Venezuela enters a presidential crisis as Juan Guaidó and the National Assembly declare incumbent President Nicolás Maduro ""illegitimate"".",3,LASER,0.586819676958651,0.685656343154803,0.6504127044734419,0.7081523266917834,0.1429484171972296,0.1467348021815174,0.6089459020657281,0.6516673366218447,0.6154132459623857,0.48799789057310355,0.4473758124894069,0.6791089969487322,0.3333333333333333
"Fuel thieves rupture a pipeline in Tlahuelilpan, Mexico, and a subsequent explosion kills at least 137 people and injures dozens more.",0,Title,"(672, 'ms')","(14610, 'zh')","(4322, 'ta')","(35076, 'en')","(11070, 'ta')","(96964, 'en')","(24465, 'zh')","(47761, 'en')","(513, 'ms')","(29084, 'zh')","(8245, 'ta')","(429, 'ms')",p=0.097
"Fuel thieves rupture a pipeline in Tlahuelilpan, Mexico, and a subsequent explosion kills at least 137 people and injures dozens more.",1,BWE-Agg-Add,0.2679353852386408,0.3136951904638242,0.5075793426383309,0.6195745525331567,0.4793231210151689,0.5457256006771467,0.3701383738481437,0.41569631160857,0.4955655891704856,0.27998433291652625,0.4905066979864038,0.32965994675481375,0.2345625793381963
"Fuel thieves rupture a pipeline in Tlahuelilpan, Mexico, and a subsequent explosion kills at least 137 people and injures dozens more.",2,BWE-Agg-IDF,0.26665166822686837,0.3133231038670675,0.4964292785230187,0.6355274409299602,0.4993746457145051,0.5742084802680982,0.39578976701757934,0.39789703215113564,0.47948910975948533,0.2876010170230224,0.4929038311749641,0.3307036248919553,0.5308748413236074
"Fuel thieves rupture a pipeline in Tlahuelilpan, Mexico, and a subsequent explosion kills at least 137 people and injures dozens more.",3,LASER,0.6950331740511944,0.6568900448765783,0.19536490888991423,0.737652031389265,0.18361369527751528,0.6597134522887724,0.6901617116315071,0.43657776087511324,0.7377417769187489,0.588551500825057,0.25912966525787773,0.6891663127438657,0.2345625793381963
"Venezuelan presidential crisis: Thousands of people protest in favor of disputed interim President Juan Guaidó. Several people are killed, and President Maduro severs diplomatic ties with the United States.",0,Title,"(75890, 'en')","(93, 'ms')","(44413, 'zh')","(10696, 'ta')","(11618, 'ta')","(13288, 'zh')","(10246, 'ta')","(551, 'ms')","(28745, 'en')","(20224, 'en')","(36987, 'zh')","(99, 'ms')",p=0.039
"Venezuelan presidential crisis: Thousands of people protest in favor of disputed interim President Juan Guaidó. Several people are killed, and President Maduro severs diplomatic ties with the United States.",1,BWE-Agg-Add,0.5658987978318618,0.43854752286020954,0.36492565887402684,0.5513109341354853,0.5713356768861706,0.3033053206848133,0.5782176042921306,0.423267657667536,0.4992543914412487,0.7052887336952348,0.5295228555476867,0.32320560918854707,0.16271656499620826
"Venezuelan presidential crisis: Thousands of people protest in favor of disputed interim President Juan Guaidó. Several people are killed, and President Maduro severs diplomatic ties with the United States.",2,BWE-Agg-IDF,0.5325195601710395,0.4169831265596829,0.35096019760593705,0.532300558256846,0.5658429647611304,0.2502587684821494,0.5600303462913643,0.39937801968708053,0.44551388512076606,0.6893830392788043,0.48800190459321735,0.30350739780912556,0.16271656499620826
"Venezuelan presidential crisis: Thousands of people protest in favor of disputed interim President Juan Guaidó. Several people are killed, and President Maduro severs diplomatic ties with the United States.",3,LASER,0.33382382209095574,0.7188541557024866,0.5498691061815199,0.2246881358165195,0.1505824330051186,0.6294125846977885,0.2477308192133065,0.6113955207857982,0.6692130250603938,0.643044505398103,0.678999987123497,0.6945603221306488,0.6745668700075835
"A mine tailings dam breaks in the Brazilian city of Brumadinho, in the state of Minas Gerais. At least 248 people are killed, with 22 missing.",0,Title,"(457, 'ms')","(55099, 'en')","(48501, 'zh')","(10007, 'ta')","(36983, 'zh')","(2174, 'ta')","(10560, 'ta')","(48279, 'en')","(8746, 'zh')","(330, 'en')","(890, 'ms')","(912, 'ms')",p=0.558
"A mine tailings dam breaks in the Brazilian city of Brumadinho, in the state of Minas Gerais. At least 248 people are killed, with 22 missing.",1,BWE-Agg-Add,0.3616399225071195,0.6666932236199362,0.34890843271461786,0.5254812674416128,0.309737937480544,0.48510578269154625,0.4336473498008882,0.5538444476505767,0.3371522707451015,0.6759212748038156,0.22407270918260666,0.07231882293969746,0.31165843888359185
"A mine tailings dam breaks in the Brazilian city of Brumadinho, in the state of Minas Gerais. At least 248 people are killed, with 22 missing.",2,BWE-Agg-IDF,0.36017150783440105,0.7157115827546877,0.40956979632682017,0.5426589462389433,0.33311389076087505,0.4971465604622517,0.43916549165561325,0.5088201626751515,0.3612694266406183,0.6911723684617742,0.21867940751348822,0.06980483982864773,0.37668312223281636
"A mine tailings dam breaks in the Brazilian city of Brumadinho, in the state of Minas Gerais. At least 248 people are killed, with 22 missing.",3,LASER,0.7187389661412975,0.4136855827381688,0.700063104929524,0.2078689972803087,0.6665538155324713,0.21010498260565036,0.2516624503607986,0.6721587102948552,0.6795761216006502,0.3006899685129941,0.6206065982650113,0.6127697633625757,0.31165843888359185
"The U.S. Justice Department charges Chinese tech firm Huawei with multiple counts of fraud, raising U.S.–China tensions.",0,Title,"(87855, 'en')","(16945, 'zh')","(3874, 'ta')","(148, 'ms')","(191, 'ms')","(12521, 'ta')","(5918, 'ta')","(215, 'ms')","(27470, 'zh')","(5254, 'zh')","(2230, 'en')","(11642, 'en')",p=0.368
"The U.S. Justice Department charges Chinese tech firm Huawei with multiple counts of fraud, raising U.S.–China tensions.",1,BWE-Agg-Add,0.6031709911284568,0.34879228558186826,0.48768804224374884,0.36734957528013,0.35875080648947466,0.43755018021039843,0.5314972616465802,0.30150912193304075,0.3952845073328201,0.4047832563770336,0.6606236980976224,0.6442842375601181,0.3333333333333333
"The U.S. Justice Department charges Chinese tech firm Huawei with multiple counts of fraud, raising U.S.–China tensions.",2,BWE-Agg-IDF,0.5862689895456837,0.3352144956390425,0.49299465633950007,0.3509773334351967,0.33612454923208895,0.4291583487930398,0.5418309739130087,0.29123416267586244,0.38032492552830566,0.40106458493834657,0.6636587095625445,0.6359866882500217,0.3333333333333333
"The U.S. Justice Department charges Chinese tech firm Huawei with multiple counts of fraud, raising U.S.–China tensions.",3,LASER,0.3394717394732997,0.6068057163171474,0.5760314201643776,0.6509174917156351,0.6909861416671927,0.15843148328018297,0.16205319772146687,0.679175846417211,0.5736205044915913,0.6709269490702658,0.4148523008719985,0.49242148991223905,0.3333333333333333
"U.S. President Donald Trump confirms that the U.S. will leave the Intermediate-Range Nuclear Forces Treaty of 1987, citing Russian non-compliance. The next day, Russia follows suit with suspension of its obligations to the treaty.",0,Title,"(829, 'ms')","(21331, 'zh')","(98800, 'en')","(4954, 'ta')","(10174, 'ta')","(81131, 'en')","(18918, 'zh')","(60710, 'en')","(12260, 'ta')","(551, 'ms')","(970, 'ms')","(7328, 'zh')",p=0.717
"U.S. President Donald Trump confirms that the U.S. will leave the Intermediate-Range Nuclear Forces Treaty of 1987, citing Russian non-compliance. The next day, Russia follows suit with suspension of its obligations to the treaty.",1,BWE-Agg-Add,0.40821549023332204,0.6512933943297615,0.7848837708398563,0.4979366464514123,0.5397399305364108,0.7517533475734355,0.5889949529607841,0.7812983117806123,0.5647265678369734,0.4872902955876838,0.4868621452850041,0.5610684872074427,0.3002548138587512
"U.S. President Donald Trump confirms that the U.S. will leave the Intermediate-Range Nuclear Forces Treaty of 1987, citing Russian non-compliance. The next day, Russia follows suit with suspension of its obligations to the treaty.",2,BWE-Agg-IDF,0.4212941488114973,0.6559359546327413,0.7764230415583111,0.5267292903400859,0.5369342346722686,0.769556445253854,0.6046861834330919,0.7789100940629908,0.570215543094754,0.5013474079820077,0.4786853685503411,0.5562264616294662,0.3994903722824976
"U.S. President Donald Trump confirms that the U.S. will leave the Intermediate-Range Nuclear Forces Treaty of 1987, citing Russian non-compliance. The next day, Russia follows suit with suspension of its obligations to the treaty.",3,LASER,0.7698607693251722,0.761002085284253,0.31934817655132386,0.6796181042456805,0.24774832964546648,0.48818721746834176,0.7675021208104669,0.3555496474861888,0.24956316203310439,0.6302469572649801,0.7413441029976222,0.7572846949924295,0.3002548138587512
"Pope Francis arrives in Abu Dhabi, United Arab Emirates, becoming the first pope to visit the Arabian Peninsula.",0,Title,"(379, 'ms')","(8639, 'ta')","(56031, 'en')","(47862, 'zh')","(750, 'ms')","(2392, 'en')","(9206, 'ta')","(8618, 'zh')","(5609, 'zh')","(9590, 'en')","(213, 'ta')","(873, 'ms')",p=0.076
"Pope Francis arrives in Abu Dhabi, United Arab Emirates, becoming the first pope to visit the Arabian Peninsula.",1,BWE-Agg-Add,0.5118272695480485,0.4857729699608404,0.6028471146524226,0.46849697351691,0.49618041650497113,0.6390769552486035,0.5251829355069241,0.4982796848941607,0.4662461814236847,0.7184049683050487,0.34549898798736434,0.33835136255593223,0.14056125165081146
"Pope Francis arrives in Abu Dhabi, United Arab Emirates, becoming the first pope to visit the Arabian Peninsula.",2,BWE-Agg-IDF,0.5301826757764952,0.4973335646934474,0.6560919964953126,0.5499997486461232,0.520376581836977,0.6859033746887455,0.5480284188282614,0.5687516653061256,0.5450581162962278,0.8025865294336308,0.36722065950440985,0.28808672084686193,0.14056125165081146
"Pope Francis arrives in Abu Dhabi, United Arab Emirates, becoming the first pope to visit the Arabian Peninsula.",3,LASER,0.6460767544304588,0.16472600320609906,0.6350117541732535,0.5792177685037467,0.663305620641251,0.2959238493269952,0.19055726050377098,0.6374649785311648,0.5743191241123473,0.29252039612193675,0.1604314867261069,0.26146831158474415,0.7188774966983771
"The Freedom House organization states that Hungary was no longer a free country, making it the first country in the European Union to be labelled as ""partly free"". It also stated that neighboring Serbia was no longer a free country as well.",0,Title,"(801, 'ms')","(114880, 'en')","(16413, 'zh')","(1283, 'ta')","(5198, 'ta')","(50254, 'zh')","(98187, 'en')","(12364, 'ta')","(33193, 'en')","(356, 'ms')","(5426, 'zh')","(301, 'ms')",p=0.097
"The Freedom House organization states that Hungary was no longer a free country, making it the first country in the European Union to be labelled as ""partly free"". It also stated that neighboring Serbia was no longer a free country as well.",1,BWE-Agg-Add,0.16600935605128248,0.5230308429828073,0.5320239248933315,0.5639431536891497,0.5832464598096938,0.38926879745562143,0.6230406029234663,0.4455767222446106,0.5195360492756853,0.3931215533548663,0.4094909830964151,0.22383263880050727,0.5308748413236108
"The Freedom House organization states that Hungary was no longer a free country, making it the first country in the European Union to be labelled as ""partly free"". It also stated that neighboring Serbia was no longer a free country as well.",2,BWE-Agg-IDF,0.14011109693384333,0.4815636526965829,0.5012122834971141,0.5695085662536903,0.5863951152594077,0.3356178806025492,0.5475730323429153,0.4386051689912183,0.4551913281772387,0.38896335384733643,0.36806828206637165,0.20737423555379733,0.23456257933819458
"The Freedom House organization states that Hungary was no longer a free country, making it the first country in the European Union to be labelled as ""partly free"". It also stated that neighboring Serbia was no longer a free country as well.",3,LASER,0.6016751095206309,0.5255849998376194,0.6409785969939481,0.2332568299318323,0.20863633710073262,0.5965981595760791,0.5043768127378631,0.21978258762079597,0.5411126808404333,0.4213689306153243,0.5939473918618808,0.34223609766246754,0.23456257933819458
2019 Haitian protests: Anti-government protests demanding the resignation of Haitian President Jovenel Moise begin in several cities across the country.,0,Title,"(62800, 'en')","(311, 'ms')","(30479, 'zh')","(3527, 'ta')","(5621, 'ta')","(44185, 'zh')","(14713, 'zh')","(5661, 'ta')","(53301, 'en')","(748, 'ms')","(671, 'ms')","(50033, 'en')",p=0.558
2019 Haitian protests: Anti-government protests demanding the resignation of Haitian President Jovenel Moise begin in several cities across the country.,1,BWE-Agg-Add,0.5865558158756682,0.36878528558464657,0.37093561700616995,0.46438652282071186,0.45047116479415233,0.39132773539713506,0.394524285342882,0.4898389749967169,0.6167533021292119,0.44460855650312825,0.3750025072569361,0.6731011627202352,0.37668312223281636
2019 Haitian protests: Anti-government protests demanding the resignation of Haitian President Jovenel Moise begin in several cities across the country.,2,BWE-Agg-IDF,0.5487742727804765,0.39156602432818916,0.3561245802170919,0.4538175972552268,0.453173357527167,0.39346246474353935,0.3698273105240289,0.49642615329984124,0.596686012122332,0.40558438927675594,0.3741770667875271,0.6433370856596199,0.31165843888359185
2019 Haitian protests: Anti-government protests demanding the resignation of Haitian President Jovenel Moise begin in several cities across the country.,3,LASER,0.7018681116589904,0.6958177746022585,0.6183890917916813,0.1875609639394489,0.1407980569457622,0.5896481264816182,0.6332699905863933,0.17410777409820094,0.5351290517334787,0.6729607780897413,0.6908261047683428,0.41481152443894864,0.31165843888359185
"The Republic of Macedonia renames itself the Republic of North Macedonia, officially ending a decades-old dispute with Greece and paving the way for the former's integration into NATO and the European Union.",0,Title,"(349, 'ms')","(58375, 'en')","(7913, 'ta')","(26097, 'zh')","(11364, 'zh')","(4196, 'ta')","(9194, 'ta')","(32058, 'zh')","(105954, 'en')","(81297, 'en')","(97, 'ms')","(203, 'ms')",p=0.050
"The Republic of Macedonia renames itself the Republic of North Macedonia, officially ending a decades-old dispute with Greece and paving the way for the former's integration into NATO and the European Union.",1,BWE-Agg-Add,0.3261518989140254,0.7779951919650936,0.3493842100447734,0.5796862179568445,0.5397265000961815,0.45459328393699605,0.3987936591875739,0.5733614831841465,0.45664919082720745,0.5033307521098009,0.3290414927509298,0.400693147114909,0.07365950791625944
"The Republic of Macedonia renames itself the Republic of North Macedonia, officially ending a decades-old dispute with Greece and paving the way for the former's integration into NATO and the European Union.",2,BWE-Agg-IDF,0.4139107786576153,0.8000924189705053,0.3656241751324399,0.6658542762897206,0.6168393710806925,0.45458210331051657,0.4117806664775727,0.6387757526479922,0.43575073277686793,0.5036702966846837,0.31115558291405687,0.40348283428931503,0.8526809841674812
"The Republic of Macedonia renames itself the Republic of North Macedonia, officially ending a decades-old dispute with Greece and paving the way for the former's integration into NATO and the European Union.",3,LASER,0.6580413776436185,0.6624237399667255,0.2338928447154871,0.6711941015404093,0.7008324327305787,0.22904196151671416,0.5333707228075826,0.703733257041987,0.6100372707669508,0.6005324595684239,0.6538452612123232,0.5623476607659458,0.07365950791625944
"SpaceIL launches the Beresheet probe, the world's first privately financed mission to the Moon.",0,Title,"(663, 'ms')","(6574, 'ta')","(52427, 'en')","(47751, 'zh')","(24566, 'en')","(22904, 'zh')","(865, 'ms')","(10624, 'ta')","(4021, 'ta')","(32162, 'zh')","(89414, 'en')","(608, 'ms')",p=0.174
"SpaceIL launches the Beresheet probe, the world's first privately financed mission to the Moon.",1,BWE-Agg-Add,0.5097980577782045,0.49086893518385283,0.6452409659250394,0.5467039882029747,0.6468998176163433,0.6130495385510822,0.45126367578872945,0.4975468073821552,0.5153815428900499,0.5855106814027057,0.7383664311054211,0.3675244359824778,0.5826652272330518
"SpaceIL launches the Beresheet probe, the world's first privately financed mission to the Moon.",2,BWE-Agg-IDF,0.5172936306498036,0.5069961005685418,0.6208057417026206,0.5564655397107738,0.6649172348528767,0.6252222768346936,0.4843484809691518,0.5063437140248427,0.5460303719622607,0.5866656698108539,0.7192771107441986,0.30707766504629447,0.2086673863834741
"SpaceIL launches the Beresheet probe, the world's first privately financed mission to the Moon.",3,LASER,0.6535310958965193,0.14697531345232012,0.37764506873980686,0.546253381082727,0.5216125940341818,0.5587620617425824,0.543276325965851,0.1640987529301987,0.25200430584737965,0.587149837741381,0.5951425063411743,0.6563542983837084,0.2086673863834741
Venezuelan presidential crisis: President Maduro severs diplomatic ties with Colombia as humanitarian aid attempts to enter the country across the border.,0,Title,"(36886, 'zh')","(110884, 'en')","(9614, 'ta')","(68, 'ms')","(858, 'ms')","(4170, 'ta')","(92342, 'en')","(29491, 'en')","(36987, 'zh')","(10246, 'ta')","(748, 'ms')","(39583, 'zh')",p=0.920
Venezuelan presidential crisis: President Maduro severs diplomatic ties with Colombia as humanitarian aid attempts to enter the country across the border.,1,BWE-Agg-Add,0.5174604852753554,0.6507340520269123,0.43394977355427056,0.3110739641491057,0.3436630166225921,0.4486894257481896,0.5912364370863564,0.6416152696231708,0.5908560498098645,0.49153680298755,0.5440495373216299,0.3684610322838706,0.3333333333333333
Venezuelan presidential crisis: President Maduro severs diplomatic ties with Colombia as humanitarian aid attempts to enter the country across the border.,2,BWE-Agg-IDF,0.5808549218392425,0.645268261769107,0.41551141424284344,0.324226562711112,0.32978744058499593,0.4363737574292181,0.5962923518673066,0.6970506606092498,0.5753446082510631,0.4748213860063409,0.48839151887967835,0.37146461024644206,0.3333333333333333
